,COMMAND_Sym_Link,url,CMD_MD5SUM,CMD_SHA256SUM,ORIGINAL_FILE_NAME,FILE_NAME,SAMPLE_FLUID_TYPE,BATCH,FULL_REDCAP_ID,,PRIVATE_ID,visit_number,visit_interval,Type,MODE,body_site,fma_body_site,format,visit_id,SAMPLE_PARENT_ID,SAMPLE_PARENT_OSDF_ID,sample_name_id,rand_subject_id,CONSENTED?,interval,sub-study,tags,storage_duration,comment,title,center,sequencing_contact,experiment_type,study,prep_id,md5,size,sha256
387,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZN0JE53_03_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_neg.mzXML,Urine_B1_1636-69-027_V3_RPLC_neg.mzXML,Urine_B1_ZN0JE53_03_RPLC_neg.mzXML,Urine,B1,1636-69-027,3,69-027-03,3,183,RPLC,neg,urinary_tract,FMA:326482,mzXML,ZN0JE53-03_3_183,ZN0JE53-03_urine,aed6c7330536c3e0dfc966c85c284c60,Urine_B1_ZN0JE53_03_RPLC_neg,ZN0JE53,TRUE,183,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,42d0b184de64c76a37ab32157264804e,53206135,4a6e7b1857d8089504bd91aaeba1209378e67f262c4379cbd65cdef252f0be63
12,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V3_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZN0JE53_03_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V3_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V3_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V3_RPLC_pos.mzXML,Plasma_B1_1636-69-027_V3_RPLC_pos.mzXML,Plasma_B1_ZN0JE53_03_RPLC_pos.mzXML,Plasma,B1,1636-69-027,3,69-027-03,3,183,RPLC,pos,blood,FMA:7842,mzXML,ZN0JE53-03_3_183,ZN0JE53-03_blood,aed6c7330536c3e0dfc966c85c2c2199,Plasma_B1_ZN0JE53_03_RPLC_pos,ZN0JE53,TRUE,183,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b44a3225ecf24bc05587037bde9af04f,54188277,dce0b713b765121ef9eebf64cf666b0eea2191b30734cc50913f516444f2aa1c
256,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-027_V3_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZN0JE53_03_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-027_V3_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-027_V3_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-027_V3_RPLC_pos.mzXML,Plasma_B2_1636-69-027_V3_RPLC_pos.mzXML,Plasma_B2_ZN0JE53_03_RPLC_pos.mzXML,Plasma,B2,1636-69-027,3,69-027-03,3,183,RPLC,pos,blood,FMA:7842,mzXML,ZN0JE53-03_3_183,ZN0JE53-03_blood,aed6c7330536c3e0dfc966c85c2c2886,Plasma_B2_ZN0JE53_03_RPLC_pos,ZN0JE53,TRUE,183,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,67e9d9d8c69d62224e35945f87658e3b,61201123,33d7fdf54508bdbce74f7b643242cb9aa4775fdd1b82e97b7483c45c7bbebed8
388,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZN0JE53_03_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V3_RPLC_pos.mzXML,Urine_B1_1636-69-027_V3_RPLC_pos.mzXML,Urine_B1_ZN0JE53_03_RPLC_pos.mzXML,Urine,B1,1636-69-027,3,69-027-03,3,183,RPLC,pos,urinary_tract,FMA:326482,mzXML,ZN0JE53-03_3_183,ZN0JE53-03_urine,aed6c7330536c3e0dfc966c85c285ac9,Urine_B1_ZN0JE53_03_RPLC_pos,ZN0JE53,TRUE,183,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,7d29f4dbdeef4bc3681f7b5ff3d6a983,74084488,84dcebc8b2fd8403bf3bbdc77640745e9d3bcaf0cf6e3253fc9813f8e8d991ac
13,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZN0JE53_04_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_neg.mzXML,Plasma_B1_1636-69-027_V4_HILIC_neg.mzXML,Plasma_B1_ZN0JE53_04_HILIC_neg.mzXML,Plasma,B1,1636-69-027,4,69-027-04,4,260,HILIC,neg,blood,FMA:7842,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_blood,aed6c7330536c3e0dfc966c85c2c3639,Plasma_B1_ZN0JE53_04_HILIC_neg,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,06cf0019d230b45686fb2e217c677649,38402919,ed05a73234212dc35ff1528670dbe40bf2abbf5d641281974fde8fe97dc6e25f
389,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZN0JE53_04_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_neg.mzXML,Urine_B1_1636-69-027_V4_HILIC_neg.mzXML,Urine_B1_ZN0JE53_04_HILIC_neg.mzXML,Urine,B1,1636-69-027,4,69-027-04,4,260,HILIC,neg,urinary_tract,FMA:326482,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_urine,aed6c7330536c3e0dfc966c85c285fb3,Urine_B1_ZN0JE53_04_HILIC_neg,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,401ab949ceb560516a5bad3caef4738c,40105785,6f999ce6f12ca19a8483c37ae85bd126336a45e4c1c350d98d370ad09a37e86f
14,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZN0JE53_04_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_HILIC_pos.mzXML,Plasma_B1_1636-69-027_V4_HILIC_pos.mzXML,Plasma_B1_ZN0JE53_04_HILIC_pos.mzXML,Plasma,B1,1636-69-027,4,69-027-04,4,260,HILIC,pos,blood,FMA:7842,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_blood,aed6c7330536c3e0dfc966c85c2c40df,Plasma_B1_ZN0JE53_04_HILIC_pos,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,446c6be1c2f19159899efcc702b2eff2,55173879,9ce5c518f0eaefc219eafed6dfbc4d79ae2856559eb08380f86ea325d6848905
390,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZN0JE53_04_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_HILIC_pos.mzXML,Urine_B1_1636-69-027_V4_HILIC_pos.mzXML,Urine_B1_ZN0JE53_04_HILIC_pos.mzXML,Urine,B1,1636-69-027,4,69-027-04,4,260,HILIC,pos,urinary_tract,FMA:326482,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_urine,aed6c7330536c3e0dfc966c85c286c06,Urine_B1_ZN0JE53_04_HILIC_pos,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,440725b7c69397c0f234a1df0ccc3264,57644892,644dfca8e7f9d728108ee5017af178bb174912e4422038da0631593cc0603dbf
15,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZN0JE53_04_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_neg.mzXML,Plasma_B1_1636-69-027_V4_RPLC_neg.mzXML,Plasma_B1_ZN0JE53_04_RPLC_neg.mzXML,Plasma,B1,1636-69-027,4,69-027-04,4,260,RPLC,neg,blood,FMA:7842,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_blood,aed6c7330536c3e0dfc966c85c2c5510,Plasma_B1_ZN0JE53_04_RPLC_neg,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,935fde9a11077a1b4ba5b2421eb8e596,45195797,7a737f706a7221d2f9ff1fd21e0402c385189213a08441a9294ed19b2207ae3e
391,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZN0JE53_04_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_neg.mzXML,Urine_B1_1636-69-027_V4_RPLC_neg.mzXML,Urine_B1_ZN0JE53_04_RPLC_neg.mzXML,Urine,B1,1636-69-027,4,69-027-04,4,260,RPLC,neg,urinary_tract,FMA:326482,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_urine,aed6c7330536c3e0dfc966c85c2878db,Urine_B1_ZN0JE53_04_RPLC_neg,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,9061ca4d711379e369fe1c4394f0c7e1,53732739,8a2a95992e2b454cee06a58e3736f4025f9b7614c0d913541b15413d9a7d4448
16,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZN0JE53_04_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-027_V4_RPLC_pos.mzXML,Plasma_B1_1636-69-027_V4_RPLC_pos.mzXML,Plasma_B1_ZN0JE53_04_RPLC_pos.mzXML,Plasma,B1,1636-69-027,4,69-027-04,4,260,RPLC,pos,blood,FMA:7842,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_blood,aed6c7330536c3e0dfc966c85c2c663b,Plasma_B1_ZN0JE53_04_RPLC_pos,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,a54879bf4dd90f8ee6abd49d890c2b1c,54015134,7869e71688f33d0efa152a1f5bb58382b18f0119c946878ff147e30a887e4b3e
392,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZN0JE53_04_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-027_V4_RPLC_pos.mzXML,Urine_B1_1636-69-027_V4_RPLC_pos.mzXML,Urine_B1_ZN0JE53_04_RPLC_pos.mzXML,Urine,B1,1636-69-027,4,69-027-04,4,260,RPLC,pos,urinary_tract,FMA:326482,mzXML,ZN0JE53-04_4_260,ZN0JE53-04_urine,aed6c7330536c3e0dfc966c85c287c57,Urine_B1_ZN0JE53_04_RPLC_pos,ZN0JE53,TRUE,260,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,97f902b606ec7b8e878d2621a1dd52e2,78544950,73bcc8229979afbcba03581b19c611c03e21d90da6dd9ba80e7f222e294a703a
17,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZMBVNFM_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_neg.mzXML,Plasma_B1_1636-69-032_V1_HILIC_neg.mzXML,Plasma_B1_ZMBVNFM_01_HILIC_neg.mzXML,Plasma,B1,1636-69-032,1,69-032-01,1,0,HILIC,neg,blood,FMA:7842,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_blood,aed6c7330536c3e0dfc966c85c2c782e,Plasma_B1_ZMBVNFM_01_HILIC_neg,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,ec9b0fad00ac564b82a30202686f0a47,38090456,2de712fcde666757cd0c0e00602240a04dcbd147ae5c078e9f53594472ddaf31
393,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZMBVNFM_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_neg.mzXML,Urine_B1_1636-69-032_V1_HILIC_neg.mzXML,Urine_B1_ZMBVNFM_01_HILIC_neg.mzXML,Urine,B1,1636-69-032,1,69-032-01,1,0,HILIC,neg,urinary_tract,FMA:326482,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_urine,aed6c7330536c3e0dfc966c85c2889c7,Urine_B1_ZMBVNFM_01_HILIC_neg,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,cac609d4cf060aec099a0305a267e438,43260525,d802f580c5a61d386279ef50020f3fa67191b16ba3b06eca0b75bd8d32abf1ca
18,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZMBVNFM_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_HILIC_pos.mzXML,Plasma_B1_1636-69-032_V1_HILIC_pos.mzXML,Plasma_B1_ZMBVNFM_01_HILIC_pos.mzXML,Plasma,B1,1636-69-032,1,69-032-01,1,0,HILIC,pos,blood,FMA:7842,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_blood,aed6c7330536c3e0dfc966c85c2c8001,Plasma_B1_ZMBVNFM_01_HILIC_pos,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,fffc08ba3b408f218acf4af846e52a90,53056702,68af50cfac9eb2689dc4e68eff055adbe4235b401598c18cb9a40b379fa1079f
394,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZMBVNFM_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_HILIC_pos.mzXML,Urine_B1_1636-69-032_V1_HILIC_pos.mzXML,Urine_B1_ZMBVNFM_01_HILIC_pos.mzXML,Urine,B1,1636-69-032,1,69-032-01,1,0,HILIC,pos,urinary_tract,FMA:326482,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_urine,aed6c7330536c3e0dfc966c85c288bcb,Urine_B1_ZMBVNFM_01_HILIC_pos,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,13f8ea334410873bfd3d52bf57544aab,55550504,cf9448478367d7c4bea371d1a9a1510df3cc5f264375add252797112cad3b0c8
19,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZMBVNFM_01_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_neg.mzXML,Plasma_B1_1636-69-032_V1_RPLC_neg.mzXML,Plasma_B1_ZMBVNFM_01_RPLC_neg.mzXML,Plasma,B1,1636-69-032,1,69-032-01,1,0,RPLC,neg,blood,FMA:7842,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_blood,aed6c7330536c3e0dfc966c85c2c8ecb,Plasma_B1_ZMBVNFM_01_RPLC_neg,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,89fcd154a634101d9237f97f2ae24f0f,44569819,c7b369c9c0205de80a079a44f3169a1a73be7218b4d38f9f4c05630504d97a93
395,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZMBVNFM_01_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_neg.mzXML,Urine_B1_1636-69-032_V1_RPLC_neg.mzXML,Urine_B1_ZMBVNFM_01_RPLC_neg.mzXML,Urine,B1,1636-69-032,1,69-032-01,1,0,RPLC,neg,urinary_tract,FMA:326482,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_urine,aed6c7330536c3e0dfc966c85c2893d4,Urine_B1_ZMBVNFM_01_RPLC_neg,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,fb01b60f647e14bce8295d6c67a13105,57360296,0f8fec32f9bc100b9a4e86f220d43ef0c18b40ebf04a1cec651fc84010ae5a63
20,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZMBVNFM_01_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-69-032_V1_RPLC_pos.mzXML,Plasma_B1_1636-69-032_V1_RPLC_pos.mzXML,Plasma_B1_ZMBVNFM_01_RPLC_pos.mzXML,Plasma,B1,1636-69-032,1,69-032-01,1,0,RPLC,pos,blood,FMA:7842,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_blood,aed6c7330536c3e0dfc966c85c2ca7fc,Plasma_B1_ZMBVNFM_01_RPLC_pos,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,c903671cf5caff1bd9b9e2aa7fe8ba4b,54405635,4cd41d027620c48d3c26135a7f835c4f8cb775054e2bffa6f3c2e4452e987eff
396,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZMBVNFM_01_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-69-032_V1_RPLC_pos.mzXML,Urine_B1_1636-69-032_V1_RPLC_pos.mzXML,Urine_B1_ZMBVNFM_01_RPLC_pos.mzXML,Urine,B1,1636-69-032,1,69-032-01,1,0,RPLC,pos,urinary_tract,FMA:326482,mzXML,ZMBVNFM-01_1_0,ZMBVNFM-01_urine,aed6c7330536c3e0dfc966c85c289bf8,Urine_B1_ZMBVNFM_01_RPLC_pos,ZMBVNFM,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,54fd5d6abb767d683cb20256e2c4a981,82947753,821389746608af18d604cea20b3f0b55d917e0469426c32fd42c6504bba9fcb4
